name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
WJJU01	22167	G	16	0	16	0.00000
UBA1765	22182	G	1829	180	2009	0.00057
JAAYJH01	22178	G	396	4	400	0.00011
Fibrobacter	22175	G	209	54	263	0.00007
BNUP01	22172	G	148	4	152	0.00004
Fibromonas	22176	G	48	0	48	0.00001
CADBQJ01	22171	G	13	1	14	0.00000
UBA11236	22185	G	266	0	266	0.00008
Chersky-265	22184	G	133	0	133	0.00004
VGMB01	19139	G	680	0	680	0.00019
Sacchariniichlamydia	19137	G	601	0	601	0.00017
JABDCQ01	19120	G	432	3	435	0.00012
PALSA-1444	19133	G	354	97	451	0.00013
JAGVMG01	19128	G	225	0	225	0.00006
Rhabdochlamydia	19134	G	68	0	68	0.00002
DAHVFY01	19118	G	66	8	74	0.00002
JAKEHU01	19132	G	14	0	14	0.00000
JACDHD01	19097	G	1268	769	2037	0.00058
JAGVJP01	19098	G	46	77	123	0.00003
Neochlamydia	19104	G	21	0	21	0.00001
JAJTHR01	19100	G	19	12	31	0.00001
Protochlamydia	19106	G	11	0	11	0.00000
JACDES01	19095	G	10	0	10	0.00000
JAUIKQ01	19078	G	805	396	1201	0.00034
JAGROB01	19067	G	378	0	378	0.00011
CAMCWV01	19013	G	274	3	277	0.00008
HS-T3	19108	G	148	1	149	0.00004
CALBHK01	19011	G	141	725	866	0.00025
Chlamydophila	19017	G	102	8	110	0.00003
REEB52	19169	G	74	1	75	0.00002
DAHXLK01	19150	G	10	0	10	0.00000
Neptunochlamydia	19177	G	76	8	84	0.00002
Criblamydia	19019	G	36	0	36	0.00001
JABDBB01	19021	G	36	0	36	0.00001
SZAS-7	19033	G	32	0	32	0.00001
JAEMRK01	19180	G	30	0	30	0.00001
JAJACH01	19066	G	24	1	25	0.00001
Rubidus	19109	G	17	0	17	0.00000
JAJFMD01	19079	G	12	0	12	0.00000
JABMSC01	23857	G	1827	13	1840	0.00052
JAGNTT01	23900	G	493	12	505	0.00014
GCA-2753745	23891	G	227	76	303	0.00009
Fredricksoniimonas	23890	G	22	0	22	0.00001
JADFYI01	23899	G	18	0	18	0.00001
JACKFK01	23918	G	168	394	562	0.00016
UBA10015	23933	G	21	0	21	0.00001
CALGLP01	23887	G	63	6	69	0.00002
Aceula	23886	G	33	0	33	0.00001
JADLGJ01	23909	G	21	0	21	0.00001
DTHP01	23683	G	747	0	747	0.00021
JACROS01	23747	G	311	0	311	0.00009
UBA6249	23795	G	193	54	247	0.00007
JAGUWZ01	23751	G	49	1	50	0.00001
JAQTZX01	23779	G	45	0	45	0.00001
JALOQJ01	23764	G	24	0	24	0.00001
JAQTMD01	23775	G	19	1	20	0.00001
SURF-25	23791	G	16	0	16	0.00000
JAMWCL01	23767	G	11	0	11	0.00000
S143-82	23852	G	405	53	458	0.00013
JAHITE01	23677	G	208	0	208	0.00006
JAGLQQ01	23675	G	14	7	21	0.00001
JAHKAJ01	23697	G	92	0	92	0.00003
JAGLUN01	23693	G	65	0	65	0.00002
JAFGHG01	23690	G	26	1	27	0.00001
FEN-1320	23618	G	111	115	226	0.00006
Saelkia	23847	G	52	0	52	0.00001
UBA10183	23726	G	41	13	54	0.00002
21-14-0-20-63-9	23647	G	16	4	20	0.00001
JAPLLL01	23807	G	24	0	24	0.00001
JAGOUK01	23645	G	24	0	24	0.00001
Aquitaenariimonas	23872	G	18	1	19	0.00001
JAFGKX01	23814	G	13	0	13	0.00000
JABMSB01	23827	G	11	0	11	0.00000
JACPXM01	23949	G	86	0	86	0.00002
UBA1443	23961	G	30	6	36	0.00001
JAFGHI01	23950	G	12	0	12	0.00000
JAHJGZ01	23942	G	30	22	52	0.00001
4484-213	23599	G	11	0	11	0.00000
MSPOR6	27322	G	3476	11	3487	0.00099
WGA-3G	27323	G	1151	4	1155	0.00033
AGPOR5	27320	G	49	0	49	0.00001
JADFGN01	27313	G	594	162	756	0.00021
GCA-2699335	27317	G	298	130	428	0.00012
UBA9662	27319	G	16	2	18	0.00001
JAJRTO01	27311	G	21	0	21	0.00001
JAPPNK01	27308	G	13	0	13	0.00000
WJIO01	27302	G	55	0	55	0.00002
JAFUXM01	32286	G	3902	652	4554	0.00129
WRNQ01	32296	G	88	0	88	0.00002
Aminivibrio	32277	G	22	2	24	0.00001
JAAYLU01	32284	G	19	9	28	0.00001
Thermanaerovibrio	32323	G	184	4	188	0.00005
Pyramidobacter	32299	G	35	2	37	0.00001
Aminithiophilus	32276	G	29	18	47	0.00001
42-11	32267	G	112	10	122	0.00003
UBA1174	21960	G	772	65	837	0.00024
Avelusimicrobium	21957	G	526	71	597	0.00017
UBA9959	21975	G	341	14	355	0.00010
2-02-FULL-39-32	21953	G	203	0	203	0.00006
JACPSV01	21954	G	11	0	11	0.00000
JAKAQV01	22013	G	104	0	104	0.00003
UBA9628	22016	G	45	1	46	0.00001
PALSA-1176	22015	G	14	0	14	0.00000
JANQER01	21987	G	26	0	26	0.00001
JADJJR01	21983	G	14	0	14	0.00000
JACQJP01	21991	G	16	0	16	0.00000
O2-12-FULL-59-9	21948	G	10	0	10	0.00000
JAIRQB01	22029	G	614	3	617	0.00018
JAITCX01	22033	G	173	0	173	0.00005
RUG658	22036	G	172	70	242	0.00007
Endomicrobium_A	22026	G	161	3	164	0.00005
JAISKX01	22030	G	152	0	152	0.00004
JAISLV01	22031	G	44	0	44	0.00001
JAHDQW01	22027	G	23	2	25	0.00001
CALJEJ01	22022	G	18	10	28	0.00001
CALDDQ01	22021	G	11	0	11	0.00000
UBA9627	22051	G	310	4	314	0.00009
UBA8919	22050	G	21	1	22	0.00001
MWCF01	22047	G	32	93	125	0.00004
UBA5456	20305	G	1121	226	1347	0.00038
Syntrophosphaera	20303	G	397	749	1146	0.00033
Cloacimonas	20298	G	97	21	118	0.00003
JAUYAR01	20300	G	66	1	67	0.00002
UBA5614	20306	G	39	0	39	0.00001
SDB	20335	G	448	60	508	0.00014
Tenebribacter	20338	G	385	6	391	0.00011
TCS61	20337	G	174	1	175	0.00005
Stygibacter	20336	G	72	0	72	0.00002
JABMPU01	20324	G	22	2	24	0.00001
JAIPGO01	20331	G	17	0	17	0.00000
JACNIV01	20325	G	16	1	17	0.00000
B137-G9	20321	G	11	1	12	0.00000
JAFGRJ01	20328	G	11	0	11	0.00000
JAGOCT01	20339	G	286	63	349	0.00010
PWOA01	20319	G	140	5	145	0.00004
JAIOTM01	20312	G	19	0	19	0.00001
GCA-2742885	20308	G	18	0	18	0.00001
Celaenobacter	20344	G	292	3	295	0.00008
JAGMCF01	20347	G	28	0	28	0.00001
JACNFI01	20345	G	11	5	16	0.00000
B8-G9	20343	G	13	0	13	0.00000
UBA4975	15702	G	1714	55	1769	0.00050
Alkalicella	15698	G	39	8	47	0.00001
Anaerobranca	15699	G	12	2	14	0.00000
JAUSPO01	15674	G	704	186	890	0.00025
UBA9862	15678	G	120	16	136	0.00004
JAAZMI01	15673	G	23	0	23	0.00001
DUQX01	15672	G	21	3	24	0.00001
SKMY01	15675	G	13	2	15	0.00000
JAAZPQ01	15652	G	125	42	167	0.00005
B1SED10-74M	15646	G	13	1	14	0.00000
T3SED10-7	15661	G	13	13	26	0.00001
PWGO01	15667	G	82	0	82	0.00002
UBA7523	15689	G	69	0	69	0.00002
JANKMV01	15688	G	63	2	65	0.00002
HKB214	15684	G	30	15	45	0.00001
GPS1B09	15683	G	11	11	22	0.00001
Natranaerobius_A	15696	G	99	2	101	0.00003
JAAERC01	33239	G	791	1	792	0.00022
JAJRTA01	33216	G	97	0	97	0.00003
QQUK01	33224	G	75	13	88	0.00002
JAHIVM01	33215	G	48	0	48	0.00001
DAOUUR01	33201	G	31	1	32	0.00001
DAOWMZ01	33203	G	12	0	12	0.00000
GCA-020348065	33265	G	849	3	852	0.00024
JACRMA01	33275	G	481	50	531	0.00015
WJJR01	33276	G	124	0	124	0.00004
RBG-16-43-9	33256	G	161	0	161	0.00005
CAIVRH01	33257	G	116	0	116	0.00003
SM23-73-3	33259	G	10	0	10	0.00000
JAHJOQ01	33251	G	146	7	153	0.00004
Frackibacter	15817	G	623	2	625	0.00018
Fuchsiella	15818	G	99	0	99	0.00003
Selenihalanaerobacter	15819	G	99	0	99	0.00003
Sporohalobacter	15820	G	14	0	14	0.00000
Halanaerobacter	15821	G	300	0	300	0.00009
Orenia	15825	G	88	1	89	0.00003
Halonatronum	15823	G	32	0	32	0.00001
Halobacteroides	15822	G	14	0	14	0.00000
T1SED10-84	15812	G	370	203	573	0.00016
DTU029	15801	G	194	55	249	0.00007
JARRCS01	15806	G	65	0	65	0.00002
Iocasia	15802	G	43	0	43	0.00001
JADQBV01	15804	G	36	9	45	0.00001
Halanaerobium	15807	G	280	101	381	0.00011
JADQBT01	15808	G	13	0	13	0.00000
M55B127	15815	G	16	0	16	0.00000
Halothermothrix	15813	G	10	0	10	0.00000
JAGMES01	15798	G	22	7	29	0.00001
UBA4971	15887	G	818	411	1229	0.00035
UBA6256	15888	G	108	38	146	0.00004
UBA8346	15905	G	351	2	353	0.00010
JAKOSX01	15902	G	46	21	67	0.00002
JAAYHS01	15899	G	34	1	35	0.00001
Hydrogenispora	15898	G	26	9	35	0.00001
JAAYGG01	15892	G	12	5	17	0.00000
Capillibacterium	15890	G	10	2	12	0.00000
JAAYXC01	15889	G	25	0	25	0.00001
UBA5420	15851	G	98	13	111	0.00003
DTU010	15843	G	53	6	59	0.00002
CSBR16-88	15853	G	31	8	39	0.00001
SLOG01	15858	G	27	18	45	0.00001
DUMU01	15878	G	106	0	106	0.00003
UBA10085	15829	G	239	0	239	0.00007
UBA5301	15912	G	29	8	37	0.00001
JAAYHC01	15910	G	14	0	14	0.00000
Hippea	18997	G	1482	76	1558	0.00044
CAJXLZ01	18996	G	163	42	205	0.00006
S144-51	18999	G	13	2	15	0.00000
Desulfurella	18995	G	452	24	476	0.00014
JAGGSF01	19000	G	11	0	11	0.00000
Deinococcus	20864	G	1119	1	1120	0.00032
JACMOA01	20868	G	24	0	24	0.00001
JAAYYF01	20889	G	305	167	472	0.00013
JAHEBB01	20891	G	239	2	241	0.00007
Oceanithermus	20874	G	81	2	83	0.00002
Thermus	20880	G	12	3	15	0.00000
Calidithermus	20877	G	10	0	10	0.00000
JANYHH01	20872	G	18	0	18	0.00001
SZUA-318	22370	G	628	4	632	0.00018
Bin94	22338	G	82	33	115	0.00003
GCA-2718595	22342	G	28	18	46	0.00001
UBA2982	22375	G	10	0	10	0.00000
JAUJOM01	22322	G	39	0	39	0.00001
JACDHR01	22316	G	16	2	18	0.00001
JAHWJV01	22318	G	13	0	13	0.00000
PNKF01	22303	G	215	99	314	0.00009
Fen-1231	22277	G	95	0	95	0.00003
UBA4720	22308	G	87	25	112	0.00003
AG11	22269	G	15	0	15	0.00000
Gemmatimonas	22279	G	11	0	11	0.00000
JACDDX01	22247	G	41	44	85	0.00002
AG41	22236	G	33	1	34	0.00001
CAMYLR01	22313	G	197	1	198	0.00006
Palauibacter	22393	G	161	8	169	0.00005
Benthicola	22385	G	18	0	18	0.00001
JADFGI01	23375	G	1091	5	1096	0.00031
UBA8687	23381	G	456	312	768	0.00022
LS-NOB	23377	G	18	7	25	0.00001
Nitrohelix	23378	G	11	0	11	0.00000
Nitrospina	23370	G	38	0	38	0.00001
SZUA-224	23382	G	93	0	93	0.00003
JAKIYB01	12445	G	256	58	314	0.00009
CP070648	12446	G	238	2	240	0.00007
GCA-020344235	12448	G	54	1	55	0.00002
JAKPFN01	12571	G	325	19	344	0.00010
JAUSEB01	12572	G	67	0	67	0.00002
JAHBTB01	12497	G	96	0	96	0.00003
UphvI-Ar2	12515	G	37	0	37	0.00001
JAUICQ01	12507	G	35	1	36	0.00001
Fimbriimonas	12486	G	20	1	21	0.00001
JAHBTC01	12498	G	17	1	18	0.00001
UBA6659	12513	G	14	0	14	0.00000
JAEURO01	12491	G	11	2	13	0.00000
HRBIN16	12522	G	210	337	547	0.00016
JAJZFJ01	12467	G	36	0	36	0.00001
JAJZFK01	12468	G	31	0	31	0.00001
JAKPQA01	12541	G	55	34	89	0.00003
VGFC01	12562	G	13	6	19	0.00001
CAIVZM01	12432	G	20	0	20	0.00001
Fervidibacter	12524	G	31	0	31	0.00001
DUUU01	12526	G	31	9	40	0.00001
Abditibacterium	12422	G	23	2	25	0.00001
CALLLO01	22693	G	698	1	699	0.00020
AG-410-N11	22692	G	284	0	284	0.00008
AAA071-K20	22691	G	43	0	43	0.00001
JAHFCZ01	22702	G	12	0	12	0.00000
JABMQY01	22754	G	107	0	107	0.00003
WPAF01	22750	G	23	0	23	0.00001
JAPLKZ01	22727	G	125	1	126	0.00004
JAHIUL01	22734	G	10	0	10	0.00000
JAHJIW01	22724	G	17	0	17	0.00000
JAGRNM01	32414	G	663	34	697	0.00020
DSSB01	32412	G	61	0	61	0.00002
JADFYH01	32417	G	21	0	21	0.00001
JACKPK01	32431	G	262	0	262	0.00007
JAHJDR01	32433	G	97	7	104	0.00003
JADGCS01	32432	G	50	0	50	0.00001
UBA10199	32438	G	46	2	48	0.00001
JAHFSU01	32427	G	116	0	116	0.00003
GCA-016699445	32405	G	36	0	36	0.00001
CANKVQ01	20940	G	513	4	517	0.00015
JAJCZB01	20986	G	238	0	238	0.00007
JAFEAZ01	20981	G	62	0	62	0.00002
JAJYDS01	20988	G	56	0	56	0.00002
AWTP1-30	20973	G	29	0	29	0.00001
SOIL31	20996	G	25	0	25	0.00001
UASB340	20965	G	113	37	150	0.00004
JACPFN01	20928	G	62	0	62	0.00002
JAFFZZ01	20917	G	17	1	18	0.00001
CANNBR01	20924	G	22	0	22	0.00001
JAHIUU01	20949	G	24	6	30	0.00001
2-12-FULL-36-22	20968	G	15	2	17	0.00000
VHBT01	20935	G	10	0	10	0.00000
G020352555	33188	G	285	7	292	0.00008
UBA3079	33192	G	26	1	27	0.00001
JABLXZ01	33189	G	16	0	16	0.00000
JAOABV01	33184	G	14	0	14	0.00000
SM23-42	33180	G	34	0	34	0.00001
JAFGPO01	33177	G	14	0	14	0.00000
SOIY01	33181	G	13	4	17	0.00000
JAUVZL01	33178	G	12	0	12	0.00000
B3-TA06	33167	G	10	0	10	0.00000
UBA1063	33145	G	278	264	542	0.00015
DRBW01	33132	G	131	8	139	0.00004
QNBC01	33125	G	96	3	99	0.00003
UBA2202	33122	G	81	15	96	0.00003
32-111	33121	G	14	0	14	0.00000
B12-G15	33151	G	151	32	183	0.00005
UBA3072	33156	G	17	2	19	0.00001
NMUJ01	33164	G	12	0	12	0.00000
SOIS01	33128	G	10	2	12	0.00000
JALGZU01	21925	G	903	0	903	0.00026
Hatepunaea	21914	G	139	0	139	0.00004
DYHQ01	21939	G	80	0	80	0.00002
RPQS01	21947	G	32	1	33	0.00001
JAHIZR01	21945	G	11	0	11	0.00000
Electryonea	21929	G	24	0	24	0.00001
JAHLLH01	21931	G	23	0	23	0.00001
JAOTSC01	21938	G	18	0	18	0.00001
Sulfobacillus_B	15768	G	290	64	354	0.00010
JAKADJ01	15763	G	110	8	118	0.00003
Sulfobacillus	15766	G	68	9	77	0.00002
JAJZZA01	15760	G	13	0	13	0.00000
DAHVOH01	15753	G	87	76	163	0.00005
PWUC01	15750	G	376	2	378	0.00011
PUMD01	15747	G	36	0	36	0.00001
DYEP01	15713	G	21	5	26	0.00001
UBA3907	15708	G	11	23	34	0.00001
SLFT01	22426	G	387	22	409	0.00012
JAAYJV01	22423	G	27	18	45	0.00001
DTSJ01	22429	G	237	0	237	0.00007
JAPYPO01	22431	G	59	18	77	0.00002
VFKU01	22433	G	46	1	47	0.00001
Hydrogenedens	22434	G	146	19	165	0.00005
JAOAHN01	22435	G	35	0	35	0.00001
JACRLJ01	22451	G	55	2	57	0.00002
JAFGTL01	22452	G	13	0	13	0.00000
JAEUWI01	22439	G	17	1	18	0.00001
SKXZ01	12583	G	487	0	487	0.00014
Atribacter	12581	G	98	51	149	0.00004
JAPLGF01	12582	G	12	0	12	0.00000
Caldatribacterium	12585	G	81	8	89	0.00003
UBA3950	12587	G	13	3	16	0.00000
M30B28	12600	G	106	0	106	0.00003
JAAYOB01	12597	G	47	11	58	0.00002
UBA6794	12601	G	11	1	12	0.00000
34-128	12591	G	122	27	149	0.00004
CG2-30-33-13	12592	G	34	2	36	0.00001
JAJRXT01	31901	G	901	2	903	0.00026
SZUA-191	31902	G	30	0	30	0.00001
JAJRYW01	18864	G	320	0	320	0.00009
JAGRBF01	18863	G	263	56	319	0.00009
JACKAP01	18861	G	23	0	23	0.00001
WGBF01	18866	G	15	3	18	0.00001
JAJRXE01	18868	G	52	0	52	0.00001
RQOF01	18870	G	50	0	50	0.00001
JAFGKZ01	18843	G	50	0	50	0.00001
Caldithrix	18840	G	32	10	42	0.00001
JABFGF01	18852	G	16	0	16	0.00000
JAGLYF01	18855	G	22	22	44	0.00001
JANQJU01	31862	G	373	0	373	0.00011
GCA-2753255	31860	G	15	0	15	0.00000
Arctic96AD-7	31874	G	335	166	501	0.00014
UBA8110	31877	G	12	4	16	0.00000
JAHJTV01	31883	G	121	5	126	0.00004
JAJCYT01	18742	G	525	5	530	0.00015
JACQCZ01	18744	G	191	3	194	0.00006
JALUUA01	18746	G	34	1	35	0.00001
B1SED10-245	18725	G	45	0	45	0.00001
Bipolaricaulis	18726	G	18	0	18	0.00001
SPBW01	18762	G	27	0	27	0.00001
DAHUXH01	22060	G	266	5	271	0.00008
Elarobacter	22063	G	130	9	139	0.00004
DAHUXY01	22061	G	59	9	68	0.00002
REEB354	22093	G	29	0	29	0.00001
JALYTY01	22079	G	26	2	28	0.00001
JAJYCL01	22075	G	11	1	12	0.00000
JAKAVV01	22111	G	181	25	206	0.00006
Bruticola	22126	G	28	0	28	0.00001
CALARM01	22118	G	15	3	18	0.00001
Hinthialibacter	22408	G	678	0	678	0.00019
WGLV01	22412	G	122	2	124	0.00004
QEVD01	22580	G	186	162	348	0.00010
JACKDE01	22575	G	67	1	68	0.00002
QQUE01	22576	G	24	1	25	0.00001
DSAU01	22561	G	178	1	179	0.00005
JAFGDW01	22564	G	28	0	28	0.00001
JADDFT01	22582	G	142	0	142	0.00004
WJME01	22592	G	61	0	61	0.00002
UBA2214	22590	G	13	4	17	0.00000
JAAYTV01	22588	G	10	2	12	0.00000
N075bin58	22573	G	21	4	25	0.00001
Oceanotoga	32374	G	375	163	538	0.00015
Defluviitoga	32370	G	80	0	80	0.00002
JACKPH01	32372	G	29	21	50	0.00001
Marinitoga	32373	G	18	0	18	0.00001
UBA5851	32377	G	14	36	50	0.00001
Mesoaciditoga	32361	G	63	4	67	0.00002
WFSH01	32362	G	41	0	41	0.00001
Thermosipho_A	32385	G	28	3	31	0.00001
Fervidobacterium	32382	G	22	3	25	0.00001
JAGHBG01	32388	G	12	2	14	0.00000
Pseudothermotoga_A	32380	G	13	0	13	0.00000
MVZB01	32243	G	489	200	689	0.00020
JAHCAW01	32249	G	146	1	147	0.00004
JAUIJJ01	32254	G	50	10	60	0.00002
JAUWMI01	32245	G	15	0	15	0.00000
CSP1-2	21825	G	385	0	385	0.00011
CR02bin9	21831	G	39	5	44	0.00001
GCA-2701925	21820	G	140	10	150	0.00004
TMED126	21822	G	43	3	46	0.00001
GCA-002715585	21819	G	17	4	21	0.00001
JAJCZQ01	21816	G	10	1	11	0.00000
Mucispirillum	20861	G	391	298	689	0.00020
CAMQYB01	20859	G	197	1	198	0.00006
Calditerrivibrio	20846	G	21	0	21	0.00001
Limisalsivibrio	20851	G	10	0	10	0.00000
LZORAL124-64-63	22636	G	421	31	452	0.00013
PNOJ01	22637	G	151	6	157	0.00004
CAINDZ01	22623	G	12	2	14	0.00000
JAJDAC01	22606	G	24	0	24	0.00001
Persephonella	12410	G	153	2	155	0.00004
Hydrogenothermus	12405	G	80	6	86	0.00002
JAADDV01	12406	G	47	1	48	0.00001
JALSSE01	12408	G	41	0	41	0.00001
JAADDZ01	12407	G	18	0	18	0.00001
Sulfurihydrogenibium	12412	G	15	1	16	0.00000
JAOABC01	12409	G	11	0	11	0.00000
Thermocrinis	12399	G	41	0	41	0.00001
Desulfurobacterium	12416	G	121	0	121	0.00003
Desulfurobacterium_A	12417	G	20	0	20	0.00001
Balnearium	12415	G	14	1	15	0.00000
UBA4427	23345	G	344	5	349	0.00010
JAZXM01	23342	G	52	0	52	0.00001
JAFDEK01	23339	G	20	0	20	0.00001
MED660	23343	G	12	9	21	0.00001
JANQFK01	23349	G	49	3	52	0.00001
JACZVU01	23329	G	31	0	31	0.00001
UBA8231	22674	G	423	100	523	0.00015
GCA-2724215	22668	G	12	4	16	0.00000
MWCZ01	22654	G	26	24	50	0.00001
JADFJB01	22556	G	448	362	810	0.00023
DREG01	22555	G	10	0	10	0.00000
GCA-2748425	22873	G	429	21	450	0.00013
Sabulitectum	22139	G	360	0	360	0.00010
Aegiribacteria	22134	G	36	1	37	0.00001
Fermentibacter	22135	G	13	8	21	0.00001
Thermosulfidibacter	32354	G	383	5	388	0.00011
WFSI01	32349	G	13	3	16	0.00000
JAUWGW01	23358	G	332	1	333	0.00009
DAOVCL01	32337	G	171	0	171	0.00005
G020348925	32340	G	151	1	152	0.00004
JAGGVN01	12392	G	201	0	201	0.00006
AE-B3A	12379	G	34	20	54	0.00002
SOJT01	12383	G	25	3	28	0.00001
JAGGXI01	12381	G	19	0	19	0.00001
AE-B3B	12380	G	12	2	14	0.00000
JAJPJA01	21751	G	168	0	168	0.00005
HRBIN30	21766	G	41	0	41	0.00001
JAJDTQ01	21786	G	29	14	43	0.00001
Bin18	21737	G	21	0	21	0.00001
Syntrophorhabdus	21863	G	149	0	149	0.00004
JAKORG01	21856	G	66	1	67	0.00002
PNOM01	21862	G	27	0	27	0.00001
DTOV01	21854	G	23	0	23	0.00001
BOG-1155	21866	G	25	9	34	0.00001
JAMWDI01	31843	G	141	10	151	0.00004
JAAYXZ01	31838	G	29	4	33	0.00001
DTJG01	31835	G	58	0	58	0.00002
AUK232	18824	G	97	3	100	0.00003
Caldisericum	18827	G	46	0	46	0.00001
T3SED10-260	18838	G	56	107	163	0.00005
UBA9088	32475	G	67	0	67	0.00002
JAGUXG01	32474	G	58	2	60	0.00002
CG2-30-40-21	32468	G	53	15	68	0.00002
JASEGY01	32472	G	36	2	38	0.00001
JACIXR01	22490	G	215	294	509	0.00014
Rifleibacterium	31859	G	121	2	123	0.00003
RUG334	31858	G	30	4	34	0.00001
JAAYNI01	31851	G	21	0	21	0.00001
MWAR01	31855	G	11	4	15	0.00000
MWDD01	31856	G	10	1	11	0.00000
CG2-30-53-67	18784	G	206	279	485	0.00014
CAKZQG01	20832	G	163	3	166	0.00005
DRYD01	20833	G	38	7	45	0.00001
UBA8248	32465	G	162	0	162	0.00005
UBA6262	32453	G	84	0	84	0.00002
WVXT01	32455	G	63	14	77	0.00002
DAOVJB01	32450	G	11	1	12	0.00000
NZ13-RE01	21871	G	71	38	109	0.00003
Dictyoglomus	21869	G	59	4	63	0.00002
JAKOUL01	21870	G	12	2	14	0.00000
Coprothermobacter	20349	G	125	1	126	0.00004
JAKLFG01	32507	G	52	4	56	0.00002
JAKLDO01	32509	G	11	2	13	0.00000
SLGQ01	32510	G	10	1	11	0.00000
JAMOQH01	32505	G	46	1	47	0.00001
GCA-2742935	20905	G	109	0	109	0.00003
Acidulodesulfobacterium_A	31905	G	97	28	125	0.00004
Acididesulfobacter	31903	G	19	4	23	0.00001
UBA1551	20999	G	80	7	87	0.00002
UBA1559	21000	G	39	6	45	0.00001
UBA6191	32498	G	102	0	102	0.00003
JAGGYA01	18766	G	84	0	84	0.00002
CAIJMQ01	18764	G	16	0	16	0.00000
JAUYEE01	22488	G	103	0	103	0.00003
JAPEKQ01	32518	G	96	1	97	0.00003
DAOUPZ01	20830	G	101	4	105	0.00003
B26-G2	31823	G	91	48	139	0.00004
JAAEPJ01	31831	G	76	16	92	0.00003
CAMLFJ01	22858	G	35	2	37	0.00001
Methylomirabilis	22847	G	19	6	25	0.00001
2-02-FULL-66-22	22842	G	10	2	12	0.00000
CAIXRL01	21899	G	53	6	59	0.00002
JAJYJX01	22536	G	61	0	61	0.00002
JAAXHH01	22467	G	30	8	38	0.00001
CAJXCW01	22466	G	24	5	29	0.00001
JAUWXM01	32500	G	56	2	58	0.00002
DRWZ01	18873	G	51	11	62	0.00002
JAUVJV01	22517	G	27	0	27	0.00001
JALGWB01	22514	G	24	5	29	0.00001
JAUYMQ01	22552	G	50	9	59	0.00002
PWOD01	32331	G	48	0	48	0.00001
CALBTQ01	22680	G	45	9	54	0.00002
DUMP01	20837	G	26	0	26	0.00001
DTU030	20835	G	12	3	15	0.00000
B51-G9	32445	G	38	1	39	0.00001
JAJCYG01	22533	G	40	1	41	0.00001
D2-FULL-39-29	22192	G	32	0	32	0.00001
CSP1-3	18798	G	22	0	22	0.00001
PWPR01	15915	G	14	0	14	0.00000
JALHUC01	12613	G	17	1	18	0.00001
DYJU01	22402	G	11	38	49	0.00001
JAFGLW01	18817	G	14	0	14	0.00000
Bog-1183	22130	G	11	1	12	0.00000
UBA4572	23594	G	15	9	24	0.00001
JANQEH01	31893	G	10	0	10	0.00000
JAGLFH01	22508	G	13	0	13	0.00000
DUMJ01	20842	G	14	5	19	0.00001
JAHJDO01	22523	G	12	0	12	0.00000
UBA4092	32503	G	11	0	11	0.00000
GCA-2686955	22227	G	11	0	11	0.00000
Nitrosopumilus	9991	G	520	32	552	0.00016
Nitrosotalea	9992	G	394	39	433	0.00012
Nitrosarchaeum	9988	G	165	30	195	0.00006
Nitrosopelagicus	9990	G	61	60	121	0.00003
CSP1-1	9978	G	51	1	52	0.00001
Nitrosotenuis	9993	G	10	0	10	0.00000
JAJPHM01	10003	G	322	0	322	0.00009
TA-21	10009	G	221	0	221	0.00006
Nitrososphaera	10007	G	173	0	173	0.00005
TH5893	10011	G	115	0	115	0.00003
Nitrosocosmicus	10005	G	91	4	95	0.00003
TH1177	10010	G	47	0	47	0.00001
TH5896	10012	G	21	0	21	0.00001
Nitrosopolaris	10006	G	20	0	20	0.00001
JAFAQB01	10000	G	10	0	10	0.00000
JAAOZN01	9966	G	198	0	198	0.00006
Nitrosocaldus	9976	G	87	2	89	0.00003
JACAEJ01	9968	G	21	0	21	0.00001
CADDZS01	9964	G	16	0	16	0.00000
UBA164	9955	G	27	0	27	0.00001
DSLH01	9850	G	825	0	825	0.00023
Termiticorpusculum	9871	G	86	2	88	0.00002
JAGTQT01	9857	G	46	0	46	0.00001
JAGTQI01	9856	G	24	1	25	0.00001
Bathyarchaeum	9823	G	204	7	211	0.00006
JAGLZW01	9837	G	29	1	30	0.00001
RBG-16-57-9	9902	G	311	1	312	0.00009
JAPKYM01	9806	G	91	0	91	0.00003
RBG-13-38-9	9807	G	88	1	89	0.00003
40CM-2-53-6	9793	G	34	0	34	0.00001
B25	9880	G	12	0	12	0.00000
Ignisphaera	10120	G	619	1	620	0.00018
Acidianus	10144	G	139	0	139	0.00004
Sulfodiicoccus	10153	G	43	1	44	0.00001
Saccharolobus	10151	G	39	0	39	0.00001
Metallosphaera	10150	G	10	0	10	0.00000
JAADGB01	10088	G	34	3	37	0.00001
S143-63	10095	G	13	0	13	0.00000
WYEN01	10083	G	11	0	11	0.00000
JAAOZO01	9907	G	379	0	379	0.00011
JAADER01	10066	G	46	0	46	0.00001
Vulcanisaeta	10068	G	27	0	27	0.00001
Thermocladium	10067	G	16	1	17	0.00000
Caldivirga	10064	G	15	0	15	0.00000
Pyrobaculum	10069	G	15	12	27	0.00001
B69-G16	10050	G	10	0	10	0.00000
Culexarchaeum	9933	G	100	1	101	0.00003
Methanomethylicus	9940	G	23	0	23	0.00001
WALU01	9929	G	92	5	97	0.00003
Methanodesulfokores	9928	G	15	0	15	0.00000
